"States and selected areas: Employment status of the civilian noninstitutional population, January 1976 to date, seasonally adjusted",,,,,,,,,,
"States and selected areas: Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
51000,New York city,2019,10,"7,107,466","4,266,064",60,"4,104,431",57.7,"161,633",3.8
37,North Carolina,2019,10,"8,158,950","5,026,915",61.6,"4,834,701",59.3,"192,214",3.8
38,North Dakota,2019,10,"593,783","414,110",69.7,"405,495",68.3,"8,615",2.1
39,Ohio,2019,10,"9,309,494","5,909,475",63.5,"5,656,622",60.8,"252,853",4.3
40,Oklahoma,2019,10,"3,021,089","1,850,927",61.3,"1,792,202",59.3,"58,725",3.2
41,Oregon,2019,10,"3,413,135","2,091,986",61.3,"2,020,401",59.2,"71,585",3.4
42,Pennsylvania,2019,10,"10,421,393","6,594,624",63.3,"6,306,892",60.5,"287,732",4.4
44,Rhode Island,2019,10,"893,403","577,776",64.7,"557,922",62.4,"19,854",3.4
45,South Carolina,2019,10,"4,020,056","2,337,068",58.1,"2,280,335",56.7,"56,733",2.4
46,South Dakota,2019,10,"671,500","466,665",69.5,"453,900",67.6,"12,765",2.7
47,Tennessee,2019,10,"5,415,806","3,352,816",61.9,"3,240,857",59.8,"111,959",3.3
48,Texas,2019,10,"21,882,866","14,035,665",64.1,"13,541,857",61.9,"493,808",3.5
49,Utah,2019,10,"2,381,240","1,631,705",68.5,"1,592,491",66.9,"39,214",2.4
50,Vermont,2019,10,"533,319","353,531",66.3,"346,078",64.9,"7,453",2.1
51,Virginia,2019,10,"6,735,040","4,436,805",65.9,"4,317,786",64.1,"119,019",2.7
53,Washington,2019,10,"6,056,196","4,000,257",66.1,"3,842,914",63.5,"157,343",3.9
54,West Virginia,2019,10,"1,451,758","798,469",55,"758,122",52.2,"40,347",5.1
55,Wisconsin,2019,10,"4,679,495","3,119,362",66.7,"3,017,726",64.5,"101,636",3.3
56,Wyoming,2019,10,"448,284","295,414",65.9,"283,838",63.3,"11,576",3.9
1,Alabama,2019,11,"3,946,542","2,276,238",57.7,"2,207,169",55.9,"69,069",3
2,Alaska,2019,11,"544,814","351,830",64.6,"333,059",61.1,"18,771",5.3
4,Arizona,2019,11,"5,581,906","3,471,324",62.2,"3,308,310",59.3,"163,014",4.7
5,Arkansas,2019,11,"2,335,846","1,357,085",58.1,"1,309,471",56.1,"47,614",3.5
6,California,2019,11,"31,092,162","19,488,389",62.7,"18,694,918",60.1,"793,471",4.1
37,Los Angeles County,2019,11,"8,058,160","5,205,092",64.6,"4,967,266",61.6,"237,826",4.6
8,Colorado,2019,11,"4,544,977","3,128,257",68.8,"3,044,318",67,"83,939",2.7
9,Connecticut,2019,11,"2,915,563","1,941,024",66.6,"1,869,529",64.1,"71,495",3.7
10,Delaware,2019,11,"786,990","486,145",61.8,"468,652",59.5,"17,493",3.6
11,District of Columbia,2019,11,"563,861","403,013",71.5,"381,865",67.7,"21,148",5.2
12,Florida,2019,11,"17,362,730","10,358,086",59.7,"10,042,794",57.8,"315,292",3
13,Georgia,2019,11,"8,244,474","5,203,663",63.1,"5,025,152",61,"178,511",3.4
15,Hawaii,2019,11,"1,124,680","690,030",61.4,"674,125",59.9,"15,905",2.3
16,Idaho,2019,11,"1,396,148","899,608",64.4,"874,265",62.6,"25,343",2.8
17,Illinois,2019,11,"10,123,998","6,514,253",64.3,"6,277,792",62,"236,461",3.6
18,Indiana,2019,11,"5,273,897","3,410,402",64.7,"3,299,053",62.6,"111,349",3.3
19,Iowa,2019,11,"2,492,940","1,748,969",70.2,"1,701,521",68.3,"47,448",2.7
20,Kansas,2019,11,"2,244,771","1,512,020",67.4,"1,465,450",65.3,"46,570",3.1
21,Kentucky,2019,11,"3,521,301","2,074,486",58.9,"1,990,989",56.5,"83,497",4
22,Louisiana,2019,11,"3,585,773","2,106,020",58.7,"2,004,040",55.9,"101,980",4.8
23,Maine,2019,11,"1,123,092","701,833",62.5,"680,282",60.6,"21,551",3.1
24,Maryland,2019,11,"4,855,388","3,364,673",69.3,"3,256,415",67.1,"108,258",3.2
25,Massachusetts,2019,11,"5,737,474","3,846,589",67,"3,733,681",65.1,"112,908",2.9
26,Michigan,2019,11,"8,058,851","4,983,807",61.8,"4,793,044",59.5,"190,763",3.8
27,Minnesota,2019,11,"4,466,732","3,131,245",70.1,"3,027,783",67.8,"103,462",3.3
28,Mississippi,2019,11,"2,280,940","1,282,152",56.2,"1,211,284",53.1,"70,868",5.5
29,Missouri,2019,11,"4,822,220","3,094,197",64.2,"2,989,688",62,"104,509",3.4
30,Montana,2019,11,"858,755","549,705",64,"530,377",61.8,"19,328",3.5
31,Nebraska,2019,11,"1,498,271","1,056,303",70.5,"1,023,363",68.3,"32,940",3.1
32,Nevada,2019,11,"2,428,378","1,564,454",64.4,"1,500,080",61.8,"64,374",4.1
33,New Hampshire,2019,11,"1,133,886","782,885",69,"762,827",67.3,"20,058",2.6
34,New Jersey,2019,11,"7,368,303","4,749,183",64.5,"4,569,340",62,"179,843",3.8
35,New Mexico,2019,11,"1,650,790","960,000",58.2,"912,846",55.3,"47,154",4.9
36,New York,2019,11,"16,245,245","9,905,262",61,"9,516,571",58.6,"388,691",3.9
51000,New York city,2019,11,"7,105,287","4,272,175",60.1,"4,107,901",57.8,"164,274",3.8
37,North Carolina,2019,11,"8,167,402","5,031,815",61.6,"4,841,882",59.3,"189,933",3.8
38,North Dakota,2019,11,"594,045","413,851",69.7,"405,385",68.2,"8,466",2
39,Ohio,2019,11,"9,311,911","5,920,428",63.6,"5,665,859",60.8,"254,569",4.3
40,Oklahoma,2019,11,"3,023,032","1,850,917",61.2,"1,792,670",59.3,"58,247",3.1
41,Oregon,2019,11,"3,415,980","2,091,853",61.2,"2,021,481",59.2,"70,372",3.4
42,Pennsylvania,2019,11,"10,423,815","6,598,203",63.3,"6,307,859",60.5,"290,344",4.4
44,Rhode Island,2019,11,"893,849","578,409",64.7,"558,600",62.5,"19,809",3.4
45,South Carolina,2019,11,"4,025,026","2,339,415",58.1,"2,280,737",56.7,"58,678",2.5
46,South Dakota,2019,11,"671,997","466,893",69.5,"454,344",67.6,"12,549",2.7
47,Tennessee,2019,11,"5,421,206","3,356,532",61.9,"3,242,306",59.8,"114,226",3.4
48,Texas,2019,11,"21,913,794","14,061,605",64.2,"13,571,637",61.9,"489,968",3.5
49,Utah,2019,11,"2,385,605","1,635,236",68.5,"1,595,929",66.9,"39,307",2.4
50,Vermont,2019,11,"533,516","353,657",66.3,"346,364",64.9,"7,293",2.1
51,Virginia,2019,11,"6,739,304","4,444,078",65.9,"4,321,802",64.1,"122,276",2.8
53,Washington,2019,11,"6,063,379","4,012,303",66.2,"3,859,113",63.6,"153,190",3.8
54,West Virginia,2019,11,"1,451,393","798,944",55,"758,189",52.2,"40,755",5.1
55,Wisconsin,2019,11,"4,681,929","3,117,457",66.6,"3,017,445",64.4,"100,012",3.2
56,Wyoming,2019,11,"448,535","295,833",66,"283,857",63.3,"11,976",4
1,Alabama,2019,12,"3,948,677","2,273,576",57.6,"2,203,004",55.8,"70,572",3.1
2,Alaska,2019,12,"544,765","351,737",64.6,"333,034",61.1,"18,703",5.3
4,Arizona,2019,12,"5,591,724","3,477,687",62.2,"3,313,477",59.3,"164,210",4.7
5,Arkansas,2019,12,"2,336,888","1,356,276",58,"1,308,620",56,"47,656",3.5
6,California,2019,12,"31,097,199","19,528,526",62.8,"18,717,560",60.2,"810,966",4.2
37,Los Angeles County,2019,12,"8,055,557","5,226,449",64.9,"4,980,261",61.8,"246,188",4.7
8,Colorado,2019,12,"4,549,990","3,133,600",68.9,"3,045,170",66.9,"88,430",2.8
9,Connecticut,2019,12,"2,915,958","1,940,230",66.5,"1,867,780",64.1,"72,450",3.7
10,Delaware,2019,12,"787,914","485,148",61.6,"467,789",59.4,"17,359",3.6
11,District of Columbia,2019,12,"564,017","403,649",71.6,"382,012",67.7,"21,637",5.4
12,Florida,2019,12,"17,381,899","10,368,869",59.7,"10,057,062",57.9,"311,807",3
13,Georgia,2019,12,"8,252,522","5,208,593",63.1,"5,027,936",60.9,"180,657",3.5
15,Hawaii,2019,12,"1,124,772","690,459",61.4,"674,881",60,"15,578",2.3
16,Idaho,2019,12,"1,399,350","900,672",64.4,"875,634",62.6,"25,038",2.8
17,Illinois,2019,12,"10,122,415","6,507,179",64.3,"6,269,679",61.9,"237,500",3.6
18,Indiana,2019,12,"5,276,602","3,407,644",64.6,"3,295,663",62.5,"111,981",3.3
19,Iowa,2019,12,"2,493,804","1,744,486",70,"1,697,677",68.1,"46,809",2.7
20,Kansas,2019,12,"2,245,561","1,512,024",67.3,"1,465,468",65.3,"46,556",3.1
21,Kentucky,2019,12,"3,522,371","2,071,901",58.8,"1,988,038",56.4,"83,863",4
22,Louisiana,2019,12,"3,585,647","2,100,671",58.6,"1,999,674",55.8,"100,997",4.8
23,Maine,2019,12,"1,123,727","701,353",62.4,"679,340",60.5,"22,013",3.1
24,Maryland,2019,12,"4,857,021","3,367,931",69.3,"3,258,981",67.1,"108,950",3.2
25,Massachusetts,2019,12,"5,739,529","3,839,948",66.9,"3,726,960",64.9,"112,988",2.9
26,Michigan,2019,12,"8,060,046","4,976,973",61.7,"4,790,381",59.4,"186,592",3.7
27,Minnesota,2019,12,"4,469,109","3,134,972",70.1,"3,029,867",67.8,"105,105",3.4
28,Mississippi,2019,12,"2,280,895","1,280,399",56.1,"1,209,563",53,"70,836",5.5
29,Missouri,2019,12,"4,824,112","3,093,898",64.1,"2,989,801",62,"104,097",3.4
30,Montana,2019,12,"859,687","550,168",64,"530,682",61.7,"19,486",3.5
31,Nebraska,2019,12,"1,499,060","1,055,779",70.4,"1,023,291",68.3,"32,488",3.1
32,Nevada,2019,12,"2,432,219","1,566,783",64.4,"1,501,560",61.7,"65,223",4.2
33,New Hampshire,2019,12,"1,134,660","781,919",68.9,"761,897",67.1,"20,022",2.6
34,New Jersey,2019,12,"7,371,512","4,756,178",64.5,"4,571,091",62,"185,087",3.9
35,New Mexico,2019,12,"1,651,902","960,750",58.2,"912,644",55.2,"48,106",5
36,New York,2019,12,"16,244,544","9,915,030",61,"9,520,289",58.6,"394,741",4
51000,New York city,2019,12,"7,103,352","4,276,539",60.2,"4,107,169",57.8,"169,370",4
37,North Carolina,2019,12,"8,175,421","5,032,337",61.6,"4,843,561",59.2,"188,776",3.8
38,North Dakota,2019,12,"594,261","413,038",69.5,"404,720",68.1,"8,318",2
39,Ohio,2019,12,"9,313,912","5,928,957",63.7,"5,671,323",60.9,"257,634",4.3
40,Oklahoma,2019,12,"3,024,834","1,848,643",61.1,"1,790,819",59.2,"57,824",3.1
41,Oregon,2019,12,"3,418,638","2,090,825",61.2,"2,020,315",59.1,"70,510",3.4
42,Pennsylvania,2019,12,"10,425,767","6,592,131",63.2,"6,299,844",60.4,"292,287",4.4
44,Rhode Island,2019,12,"894,223","578,264",64.7,"558,176",62.4,"20,088",3.5
45,South Carolina,2019,12,"4,029,822","2,340,039",58.1,"2,278,414",56.5,"61,625",2.6
46,South Dakota,2019,12,"672,462","466,689",69.4,"454,345",67.6,"12,344",2.6
47,Tennessee,2019,12,"5,426,345","3,356,311",61.9,"3,240,671",59.7,"115,640",3.4
48,Texas,2019,12,"21,943,443","14,076,736",64.2,"13,588,260",61.9,"488,476",3.5
49,Utah,2019,12,"2,389,917","1,637,386",68.5,"1,597,706",66.9,"39,680",2.4
50,Vermont,2019,12,"533,736","353,332",66.2,"346,278",64.9,"7,054",2
51,Virginia,2019,12,"6,743,227","4,444,382",65.9,"4,321,128",64.1,"123,254",2.8
53,Washington,2019,12,"6,070,251","4,016,556",66.2,"3,867,020",63.7,"149,536",3.7
54,West Virginia,2019,12,"1,450,977","798,834",55.1,"757,455",52.2,"41,379",5.2
55,Wisconsin,2019,12,"4,684,115","3,113,073",66.5,"3,014,943",64.4,"98,130",3.2
56,Wyoming,2019,12,"448,761","296,095",66,"283,592",63.2,"12,503",4.2
1,Alabama,2020,1,"3,950,613","2,268,471",57.4,"2,196,110",55.6,"72,361",3.2
2,Alaska,2020,1,"544,695","351,685",64.6,"332,791",61.1,"18,894",5.4
4,Arizona,2020,1,"5,601,414","3,479,581",62.1,"3,313,642",59.2,"165,939",4.8
5,Arkansas,2020,1,"2,337,836","1,354,117",57.9,"1,306,318",55.9,"47,799",3.5
6,California,2020,1,"31,101,210","19,563,123",62.9,"18,729,167",60.2,"833,956",4.3
37,Los Angeles County,2020,1,"8,053,271","5,246,417",65.1,"4,989,573",62,"256,844",4.9
8,Colorado,2020,1,"4,554,757","3,135,542",68.8,"3,041,660",66.8,"93,882",3
9,Connecticut,2020,1,"2,916,173","1,936,767",66.4,"1,863,390",63.9,"73,377",3.8
10,Delaware,2020,1,"788,800","483,721",61.3,"466,423",59.1,"17,298",3.6
11,District of Columbia,2020,1,"564,120","403,624",71.5,"381,338",67.6,"22,286",5.5
12,Florida,2020,1,"17,400,392","10,360,168",59.5,"10,050,560",57.8,"309,608",3
13,Georgia,2020,1,"8,260,162","5,208,762",63.1,"5,024,298",60.8,"184,464",3.5
15,Hawaii,2020,1,"1,124,810","690,212",61.4,"674,943",60,"15,269",2.2
16,Idaho,2020,1,"1,402,465","900,897",64.2,"875,809",62.4,"25,088",2.8
17,Illinois,2020,1,"10,120,391","6,500,608",64.2,"6,257,622",61.8,"242,986",3.7
18,Indiana,2020,1,"5,279,090","3,400,143",64.4,"3,286,815",62.3,"113,328",3.3
19,Iowa,2020,1,"2,494,569","1,736,963",69.6,"1,690,571",67.8,"46,392",2.7
20,Kansas,2020,1,"2,246,210","1,510,039",67.2,"1,463,424",65.2,"46,615",3.1
21,Kentucky,2020,1,"3,523,351","2,066,421",58.6,"1,981,737",56.2,"84,684",4.1
22,Louisiana,2020,1,"3,585,322","2,091,551",58.3,"1,992,142",55.6,"99,409",4.8
23,Maine,2020,1,"1,124,313","699,774",62.2,"677,526",60.3,"22,248",3.2
24,Maryland,2020,1,"4,858,369","3,368,970",69.3,"3,257,523",67,"111,447",3.3
25,Massachusetts,2020,1,"5,741,315","3,825,755",66.6,"3,712,710",64.7,"113,045",3
26,Michigan,2020,1,"8,060,860","4,962,549",61.6,"4,778,219",59.3,"184,330",3.7
27,Minnesota,2020,1,"4,471,266","3,135,491",70.1,"3,027,871",67.7,"107,620",3.4
28,Mississippi,2020,1,"2,280,733","1,277,984",56,"1,206,202",52.9,"71,782",5.6
29,Missouri,2020,1,"4,825,738","3,090,313",64,"2,986,662",61.9,"103,651",3.4
30,Montana,2020,1,"860,571","549,704",63.9,"530,158",61.6,"19,546",3.6
31,Nebraska,2020,1,"1,499,832","1,053,855",70.3,"1,021,775",68.1,"32,080",3
32,Nevada,2020,1,"2,435,980","1,566,933",64.3,"1,500,457",61.6,"66,476",4.2
33,New Hampshire,2020,1,"1,135,409","779,432",68.6,"759,479",66.9,"19,953",2.6
34,New Jersey,2020,1,"7,374,396","4,756,029",64.5,"4,566,532",61.9,"189,497",4
35,New Mexico,2020,1,"1,652,926","960,461",58.1,"911,150",55.1,"49,311",5.1
36,New York,2020,1,"16,243,219","9,909,597",61,"9,507,708",58.5,"401,889",4.1
51000,New York city,2020,1,"7,101,725","4,276,591",60.2,"4,100,450",57.7,"176,141",4.1
37,North Carolina,2020,1,"8,183,024","5,028,110",61.4,"4,839,163",59.1,"188,947",3.8
38,North Dakota,2020,1,"594,463","411,974",69.3,"403,551",67.9,"8,423",2
39,Ohio,2020,1,"9,315,401","5,929,466",63.7,"5,665,878",60.8,"263,588",4.4
40,Oklahoma,2020,1,"3,026,479","1,844,616",60.9,"1,786,810",59,"57,806",3.1
41,Oregon,2020,1,"3,421,134","2,089,082",61.1,"2,017,007",59,"72,075",3.5
42,Pennsylvania,2020,1,"10,427,171","6,576,859",63.1,"6,280,560",60.2,"296,299",4.5
44,Rhode Island,2020,1,"894,558","577,053",64.5,"556,428",62.2,"20,625",3.6
45,South Carolina,2020,1,"4,034,418","2,337,550",57.9,"2,272,558",56.3,"64,992",2.8
46,South Dakota,2020,1,"672,906","465,806",69.2,"453,696",67.4,"12,110",2.6
47,Tennessee,2020,1,"5,431,220","3,350,050",61.7,"3,234,394",59.6,"115,656",3.5
48,Texas,2020,1,"21,972,326","14,073,571",64.1,"13,581,482",61.8,"492,089",3.5
49,Utah,2020,1,"2,394,038","1,637,480",68.4,"1,597,319",66.7,"40,161",2.5
50,Vermont,2020,1,"533,915","352,684",66.1,"345,634",64.7,"7,050",2
51,Virginia,2020,1,"6,746,853","4,438,456",65.8,"4,314,488",63.9,"123,968",2.8
53,Washington,2020,1,"6,076,848","4,008,633",66,"3,860,106",63.5,"148,527",3.7
54,West Virginia,2020,1,"1,450,416","797,892",55,"755,832",52.1,"42,060",5.3
55,Wisconsin,2020,1,"4,686,070","3,106,071",66.3,"3,009,864",64.2,"96,207",3.1
56,Wyoming,2020,1,"448,927","296,034",65.9,"282,923",63,"13,111",4.4
1,Alabama,2020,2,"3,951,770","2,261,607",57.2,"2,187,306",55.4,"74,301",3.3
2,Alaska,2020,2,"544,496","351,465",64.5,"332,259",61,"19,206",5.5
4,Arizona,2020,2,"5,609,932","3,477,193",62,"3,308,796",59,"168,397",4.8
5,Arkansas,2020,2,"2,338,306","1,351,360",57.8,"1,303,151",55.7,"48,209",3.6
6,California,2020,2,"31,101,089","19,592,298",63,"18,732,265",60.2,"860,033",4.4
37,Los Angeles County,2020,2,"8,050,254","5,265,263",65.4,"4,996,103",62.1,"269,160",5.1
8,Colorado,2020,2,"4,558,962","3,133,746",68.7,"3,034,081",66.6,"99,665",3.2
9,Connecticut,2020,2,"2,915,862","1,931,065",66.2,"1,856,767",63.7,"74,298",3.8
10,Delaware,2020,2,"789,499","482,052",61.1,"464,697",58.9,"17,355",3.6
11,District of Columbia,2020,2,"564,131","402,565",71.4,"379,655",67.3,"22,910",5.7
12,Florida,2020,2,"17,415,035","10,327,594",59.3,"10,019,874",57.5,"307,720",3
13,Georgia,2020,2,"8,266,455","5,204,693",63,"5,015,481",60.7,"189,212",3.6
15,Hawaii,2020,2,"1,124,635","689,485",61.3,"674,471",60,"15,014",2.2
16,Idaho,2020,2,"1,405,372","900,406",64.1,"874,834",62.2,"25,572",2.8
17,Illinois,2020,2,"10,116,661","6,496,577",64.2,"6,243,273",61.7,"253,304",3.9
18,Indiana,2020,2,"5,280,681","3,388,141",64.2,"3,273,293",62,"114,848",3.4
19,Iowa,2020,2,"2,494,803","1,726,944",69.2,"1,680,896",67.4,"46,048",2.7
20,Kansas,2020,2,"2,246,451","1,506,098",67,"1,459,591",65,"46,507",3.1
21,Kentucky,2020,2,"3,523,630","2,058,143",58.4,"1,972,760",56,"85,383",4.1
22,Louisiana,2020,2,"3,584,347","2,081,489",58.1,"1,983,906",55.3,"97,583",4.7
23,Maine,2020,2,"1,124,649","697,226",62,"674,894",60,"22,332",3.2
24,Maryland,2020,2,"4,858,861","3,367,218",69.3,"3,252,733",66.9,"114,485",3.4
25,Massachusetts,2020,2,"5,742,130","3,803,577",66.2,"3,690,612",64.3,"112,965",3
26,Michigan,2020,2,"8,060,147","4,940,055",61.3,"4,757,118",59,"182,937",3.7
27,Minnesota,2020,2,"4,472,643","3,131,568",70,"3,020,846",67.5,"110,722",3.5
28,Mississippi,2020,2,"2,280,139","1,274,827",55.9,"1,201,448",52.7,"73,379",5.8
29,Missouri,2020,2,"4,826,424","3,085,960",63.9,"2,980,846",61.8,"105,114",3.4
30,Montana,2020,2,"861,270","548,416",63.7,"528,992",61.4,"19,424",3.5
31,Nebraska,2020,2,"1,500,312","1,050,781",70,"1,019,038",67.9,"31,743",3
32,Nevada,2020,2,"2,439,412","1,565,194",64.2,"1,496,709",61.4,"68,485",4.4
33,New Hampshire,2020,2,"1,135,900","775,755",68.3,"755,864",66.5,"19,891",2.6
34,New Jersey,2020,2,"7,376,085","4,747,171",64.4,"4,554,559",61.7,"192,612",4.1
35,New Mexico,2020,2,"1,653,708","958,951",58,"908,423",54.9,"50,528",5.3
36,New York,2020,2,"16,239,142","9,887,242",60.9,"9,477,436",58.4,"409,806",4.1
51000,New York city,2020,2,"7,099,401","4,271,523",60.2,"4,087,235",57.6,"184,288",4.3
37,North Carolina,2020,2,"8,189,154","5,021,590",61.3,"4,831,162",59,"190,428",3.8
38,North Dakota,2020,2,"594,547","411,116",69.1,"402,150",67.6,"8,966",2.2
39,Ohio,2020,2,"9,315,122","5,918,222",63.5,"5,646,664",60.6,"271,558",4.6
40,Oklahoma,2020,2,"3,027,571","1,839,903",60.8,"1,781,499",58.8,"58,404",3.2
41,Oregon,2020,2,"3,423,064","2,086,934",61,"2,012,249",58.8,"74,685",3.6
42,Pennsylvania,2020,2,"10,426,474","6,558,579",62.9,"6,252,660",60,"305,919",4.7
44,Rhode Island,2020,2,"894,759","574,702",64.2,"553,628",61.9,"21,074",3.7
45,South Carolina,2020,2,"4,038,171","2,331,935",57.7,"2,263,616",56.1,"68,319",2.9
46,South Dakota,2020,2,"673,197","464,317",69,"452,539",67.2,"11,778",2.5
47,Tennessee,2020,2,"5,435,124","3,338,729",61.4,"3,223,046",59.3,"115,683",3.5
48,Texas,2020,2,"21,998,554","14,049,919",63.9,"13,548,421",61.6,"501,498",3.6
49,Utah,2020,2,"2,397,938","1,635,548",68.2,"1,594,971",66.5,"40,577",2.5
50,Vermont,2020,2,"533,991","351,988",65.9,"344,490",64.5,"7,498",2.1
51,Virginia,2020,2,"6,749,274","4,432,603",65.7,"4,303,501",63.8,"129,102",2.9
53,Washington,2020,2,"6,082,503","3,989,521",65.6,"3,838,040",63.1,"151,481",3.8
54,West Virginia,2020,2,"1,449,587","795,864",54.9,"753,342",52,"42,522",5.3
55,Wisconsin,2020,2,"4,687,171","3,096,930",66.1,"3,002,450",64.1,"94,480",3.1
56,Wyoming,2020,2,"449,083","295,609",65.8,"281,878",62.8,"13,731",4.6
1,Alabama,2020,3,"3,953,349","2,254,534",57,"2,178,684",55.1,"75,850",3.4
2,Alaska,2020,3,"544,428","351,025",64.5,"331,664",60.9,"19,361",5.5
4,Arizona,2020,3,"5,618,816","3,472,944",61.8,"3,301,603",58.8,"171,341",4.9
5,Arkansas,2020,3,"2,339,011","1,367,324",58.5,"1,300,670",55.6,"66,654",4.9
6,California,2020,3,"31,101,801","19,289,936",62,"18,224,107",58.6,"1,065,829",5.5
37,Los Angeles County,2020,3,"8,047,549","5,013,418",62.3,"4,703,969",58.5,"309,449",6.2
8,Colorado,2020,3,"4,563,458","3,129,944",68.6,"3,025,211",66.3,"104,733",3.3
9,Connecticut,2020,3,"2,915,783","1,924,511",66,"1,849,569",63.4,"74,942",3.9
10,Delaware,2020,3,"790,277","487,581",61.7,"463,062",58.6,"24,519",5
11,District of Columbia,2020,3,"564,189","402,924",71.4,"379,643",67.3,"23,281",5.8
12,Florida,2020,3,"17,430,868","10,155,831",58.3,"9,743,079",55.9,"412,752",4.1
13,Georgia,2020,3,"8,273,465","5,199,119",62.8,"5,005,980",60.5,"193,139",3.7
15,Hawaii,2020,3,"1,124,485","688,738",61.2,"673,938",59.9,"14,800",2.1
16,Idaho,2020,3,"1,408,411","897,918",63.8,"873,410",62,"24,508",2.7
17,Illinois,2020,3,"10,113,769","6,440,238",63.7,"6,113,317",60.4,"326,921",5.1
18,Indiana,2020,3,"5,282,792","3,306,622",62.6,"3,191,144",60.4,"115,478",3.5
19,Iowa,2020,3,"2,495,326","1,715,716",68.8,"1,670,518",66.9,"45,198",2.6
20,Kansas,2020,3,"2,246,949","1,501,259",66.8,"1,455,355",64.8,"45,904",3.1
21,Kentucky,2020,3,"3,524,315","2,048,349",58.1,"1,963,215",55.7,"85,134",4.2
22,Louisiana,2020,3,"3,583,727","2,120,444",59.2,"1,978,590",55.2,"141,854",6.7
23,Maine,2020,3,"1,125,108","694,340",61.7,"672,053",59.7,"22,287",3.2
24,Maryland,2020,3,"4,859,717","3,363,770",69.2,"3,247,766",66.8,"116,004",3.4
25,Massachusetts,2020,3,"5,743,473","3,776,162",65.7,"3,663,887",63.8,"112,275",3
26,Michigan,2020,3,"8,060,244","4,912,203",60.9,"4,732,280",58.7,"179,923",3.7
27,Minnesota,2020,3,"4,474,513","3,123,728",69.8,"3,010,452",67.3,"113,276",3.6
28,Mississippi,2020,3,"2,279,730","1,272,353",55.8,"1,197,461",52.5,"74,892",5.9
29,Missouri,2020,3,"4,827,650","3,084,010",63.9,"2,974,829",61.6,"109,181",3.5
30,Montana,2020,3,"862,055","546,596",63.4,"527,560",61.2,"19,036",3.5
31,Nebraska,2020,3,"1,500,939","1,056,424",70.4,"1,009,828",67.3,"46,596",4.4
32,Nevada,2020,3,"2,442,901","1,543,362",63.2,"1,431,411",58.6,"111,951",7.3
33,New Hampshire,2020,3,"1,136,544","771,626",67.9,"751,871",66.2,"19,755",2.6
34,New Jersey,2020,3,"7,378,281","4,731,372",64.1,"4,538,594",61.5,"192,778",4.1
35,New Mexico,2020,3,"1,654,561","946,463",57.2,"891,025",53.9,"55,438",5.9
36,New York,2020,3,"16,236,177","9,852,999",60.7,"9,436,736",58.1,"416,263",4.2
51000,New York city,2020,3,"7,097,328","4,263,971",60.1,"4,071,266",57.4,"192,705",4.5
37,North Carolina,2020,3,"8,196,008","4,795,414",58.5,"4,604,485",56.2,"190,929",4
38,North Dakota,2020,3,"594,709","410,993",69.1,"401,017",67.4,"9,976",2.4
39,Ohio,2020,3,"9,315,901","5,829,364",62.6,"5,550,856",59.6,"278,508",4.8
40,Oklahoma,2020,3,"3,028,964","1,836,115",60.6,"1,776,751",58.7,"59,364",3.2
41,Oregon,2020,3,"3,425,283","2,085,146",60.9,"2,007,882",58.6,"77,264",3.7
42,Pennsylvania,2020,3,"10,426,857","6,542,868",62.8,"6,222,576",59.7,"320,292",4.9
44,Rhode Island,2020,3,"895,006","571,377",63.8,"550,357",61.5,"21,020",3.7
45,South Carolina,2020,3,"4,042,325","2,324,880",57.5,"2,253,825",55.8,"71,055",3.1
46,South Dakota,2020,3,"673,571","462,987",68.7,"451,682",67.1,"11,305",2.4
47,Tennessee,2020,3,"5,439,593","3,325,596",61.1,"3,208,337",59,"117,259",3.5
48,Texas,2020,3,"22,025,684","13,887,810",63.1,"13,190,808",59.9,"697,002",5
49,Utah,2020,3,"2,402,106","1,632,736",68,"1,592,064",66.3,"40,672",2.5
50,Vermont,2020,3,"534,118","351,571",65.8,"343,177",64.3,"8,394",2.4
51,Virginia,2020,3,"6,752,283","4,434,893",65.7,"4,293,871",63.6,"141,022",3.2
53,Washington,2020,3,"6,088,663","3,939,842",64.7,"3,734,725",61.3,"205,117",5.2
